,Standort,Bestand,Plot,Baumart,BHD,Hoehe,BHDm,BHDmAA,Hm,HmAA,Dq,DqAA,Hq,HqAA,BHDmax,BHDmaxAA,Hmax,HmaxAA,BereichBHDAA,BereichHAA,BereichDHAA,DHmaxAA,BHDdom,BHDdomAA,Hdom,HdomAA,HdAA,GCdAA,VardAA,G,GAA,BALAA,Nlog,NlogAA,SDIAA,MH,BG,LG,RGAA,RNAA,JWBAA,JWAAA,VS,N,NAA,a,b,c,RD
2860,El Naranjo,11,12,aa,44,13,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.516400499
2865,El Naranjo,11,12,aa,90,18,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.056273748
2871,El Naranjo,11,13,aa,129,20,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.513992373
2874,El Naranjo,11,14,aa,120,18,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.408364998
2875,El Naranjo,11,14,aa,31,6,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.363827624
2878,El Naranjo,11,16,aa,98,25,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.150164748
2890,El Naranjo,11,17,aa,78,21,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.915437249
2906,El Naranjo,11,19,aa,59,14.5,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.692446124
2915,El Naranjo,11,20,aa,131,18,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.537465123
2916,El Naranjo,11,20,aa,26,7.5,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.30514575
2927,El Naranjo,11,22,aa,57,21,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.668973374
2930,El Naranjo,11,22,aa,137,27,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.607883372
2933,El Naranjo,11,23,aa,86,18,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.009328248
2935,El Naranjo,11,23,aa,146,30,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.713510747
2939,El Naranjo,11,24,aa,146,30,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,1.713510747
2941,El Naranjo,11,24,aa,78,15,75.91,78.87,18.61,19.00,81.46,85.21,19.55,20.47,191,191,36,36,182,33,27,30,161.00,161.00,29.00,29.00,1.82,0.39,41.12,27.36,13.60,0.93,2.26,2.07,188.87,1670,-38.37,-71.33,0.50,0.65,2.69,0.28,2,181.97,118.60,25.65,3.24,0.03,0.915437249
